universe_id,det_at,det_ccu,growth_percent,baseline,ccu_72h,ccu_7d,retention_72h,retention_7d,sustained_72h,sustained_7d
1489026993,2026-02-01,8202.0,34.59140137840499,5493.5,3784.0,5665.0,-0.631161159313273,0.0633191803581318,0.0,0.0
1489026993,2026-02-20,5933.0,41.27872365757828,4607.5,7360.5,4922.0,2.076952093549604,0.23726895511127877,1.0,0.0
1511883870,2026-01-18,3124.0,32.513255567338284,2409.75,2308.5,3166.0,-0.14175708785439273,1.0588029401470074,0.0,1.0
1511883870,2026-01-25,3864.0,61.26878130217028,2268.5,1976.0,2540.0,-0.18332811031024757,0.17016609213412723,0.0,1.0
1511883870,2026-02-12,2273.0,34.896142433234424,2163.75,2820.0,1915.0,6.006864988558353,-2.276887871853547,1.0,0.0
1511883870,2026-03-07,3188.0,28.08356769787063,2235.25,2000.0,3069.5,-0.24691681973235372,0.8756231960115455,0.0,1.0
1511883870,2026-03-18,2614.0,30.049751243781092,2013.75,2306.5,1877.5,0.48771345272802996,-0.2269887546855477,1.0,0.0
1511883870,2026-04-02,2451.5,30.572569906790946,2019.25,2842.0,2068.0,1.9034123770965876,0.11278195488721804,1.0,0.0
1511883870,2026-05-01,2508.5,30.95797441921169,1847.25,2011.5,1897.0,0.24839319470699434,0.07523629489603025,0.0,0.0
1516533665,2025-12-28,24025.0,67.1071850872922,15471.75,22859.0,13204.0,0.8636775494694999,-0.2651331365270511,1.0,0.0
1516533665,2026-01-18,10984.0,33.31715013958005,9066.0,9067.0,11518.0,0.0005213764337851929,1.278415015641293,0.0,1.0
1516533665,2026-01-25,15956.0,64.29159802306425,6680.75,5016.5,9537.5,-0.17942912589957144,0.3079970890272499,0.0,1.0
1516533665,2026-03-02,9903.5,141.78466796875,6849.25,4092.0,5890.5,-0.9027584513382991,-0.31390685110911026,0.0,0.0
1516533665,2026-05-01,8155.5,42.603602028326634,5432.0,6586.0,5720.0,0.42371947861208004,0.10574628235726087,1.0,0.0
1516533665,2026-05-27,5476.0,33.33333333333333,5596.5,8459.0,8167.0,,,,
